modpos_hex,order,row,ms,speed,bpm,note
0x161d,22,29,141320.0,5,125,
0x161e,22,30,141420.0,5,125,
0x161f,22,31,141520.0,5,125,
0x1620,22,32,141620.0,5,125,
0x1621,22,33,141720.0,5,125,
0x1622,22,34,141820.0,5,125,
0x1623,22,35,141920.0,5,125,
0x1624,22,36,142020.0,5,125,
0x1625,22,37,142120.0,5,125,
0x1626,22,38,142220.0,5,125,
0x1627,22,39,142320.0,5,125,
0x1628,22,40,142420.0,5,125,
0x1629,22,41,142520.0,5,125,
0x162a,22,42,142620.0,5,125,
0x162b,22,43,142720.0,5,125,
0x162c,22,44,142820.0,5,125,
0x162d,22,45,142920.0,5,125,
0x162e,22,46,143020.0,5,125,
0x162f,22,47,143120.0,5,125,
0x1630,22,48,143220.0,5,125,
0x1631,22,49,143320.0,5,125,
0x1632,22,50,143420.0,5,125,
0x1633,22,51,143520.0,5,125,
0x1634,22,52,143620.0,5,125,
0x1635,22,53,143720.0,5,125,
0x1636,22,54,143820.0,5,125,
0x1637,22,55,143920.0,5,125,
0x1638,22,56,144020.0,5,125,
0x1639,22,57,144120.0,5,125,
0x163a,22,58,144220.0,5,125,
0x163b,22,59,144320.0,5,125,
0x163c,22,60,144420.0,5,125,
0x163d,22,61,144520.0,5,125,
0x163e,22,62,144620.0,5,125,
0x163f,22,63,144720.0,5,125,
0x1700,23,0,144820.0,5,125,
0x1701,23,1,144920.0,5,128,
0x1702,23,2,145017.7,5,128,
0x1703,23,3,145115.3,5,128,
0x1704,23,4,145213.0,5,128,
0x1705,23,5,145310.6,5,128,
0x1706,23,6,145408.3,5,128,
0x1707,23,7,145505.9,5,128,
0x1708,23,8,145603.6,5,128,
0x1709,23,9,145701.2,5,128,
0x170a,23,10,145798.9,5,128,
0x170b,23,11,145896.6,5,128,
0x170c,23,12,145994.2,5,128,
0x170d,23,13,146091.9,5,128,
0x170e,23,14,146189.5,5,128,
0x170f,23,15,146287.2,5,128,
0x1710,23,16,146384.8,5,128,
0x1711,23,17,146482.5,5,128,
0x1712,23,18,146580.2,5,128,
0x1713,23,19,146677.8,5,128,
0x1714,23,20,146775.5,5,128,
0x1715,23,21,146873.1,5,128,
0x1716,23,22,146970.8,5,128,
0x1717,23,23,147068.4,5,128,
0x1718,23,24,147166.1,5,128,
0x1719,23,25,147263.7,5,128,
0x171a,23,26,147361.4,5,128,
0x171b,23,27,147459.1,5,128,
0x171c,23,28,147556.7,5,128,
0x171d,23,29,147654.4,5,128,
0x171e,23,30,147752.0,5,128,
0x171f,23,31,147849.7,5,128,
0x1720,23,32,147947.3,5,128,
0x1721,23,33,148045.0,5,128,
0x1722,23,34,148142.7,5,128,
0x1723,23,35,148240.3,5,128,
0x1724,23,36,148338.0,5,128,
0x1725,23,37,148435.6,5,128,
0x1726,23,38,148533.3,5,128,
0x1727,23,39,148630.9,5,128,
0x1728,23,40,148728.6,5,128,
0x1729,23,41,148826.2,5,128,
0x172a,23,42,148923.9,5,128,
0x172b,23,43,149021.6,5,128,
0x172c,23,44,149119.2,5,128,
0x172d,23,45,149216.9,5,128,
0x172e,23,46,149314.5,5,128,
0x172f,23,47,149412.2,5,128,
0x1730,23,48,149509.8,5,128,
0x1731,23,49,149607.5,5,128,
0x1732,23,50,149705.2,5,128,
0x1733,23,51,149802.8,5,128,
0x1734,23,52,149900.5,5,128,
0x1735,23,53,149998.1,5,128,
0x1736,23,54,150095.8,5,128,
0x1737,23,55,150193.4,5,128,
0x1738,23,56,150291.1,5,128,
0x1739,23,57,150388.7,5,128,
0x173a,23,58,150486.4,5,128,
0x173b,23,59,150584.1,5,128,
0x173c,23,60,150681.7,5,128,
0x173d,23,61,150779.4,5,128,
0x173e,23,62,150877.0,5,128,
0x173f,23,63,150974.7,5,128,
0x1800,24,0,151072.3,5,128,
0x1801,24,1,151170.0,5,128,
0x1802,24,2,151267.7,5,128,
0x1803,24,3,151365.3,5,128,
0x1804,24,4,151463.0,5,128,
0x1805,24,5,151560.6,5,128,
0x1806,24,6,151658.3,5,128,
0x1807,24,7,151755.9,5,128,
0x1808,24,8,151853.6,5,128,
0x1809,24,9,151951.2,5,128,
0x180a,24,10,152048.9,5,128,
0x180b,24,11,152146.6,5,128,
0x180c,24,12,152244.2,5,128,
0x180d,24,13,152341.9,5,128,
0x180e,24,14,152439.5,5,128,
0x180f,24,15,152537.2,5,128,
0x1810,24,16,152634.8,5,128,
0x1811,24,17,152732.5,5,128,
0x1812,24,18,152830.2,5,128,
0x1813,24,19,152927.8,5,128,
0x1814,24,20,153025.5,5,128,
0x1815,24,21,153123.1,5,128,
0x1816,24,22,153220.8,5,128,
0x1817,24,23,153318.4,5,128,
0x1818,24,24,153416.1,5,128,
0x1819,24,25,153513.7,5,128,
0x181a,24,26,153611.4,5,128,
0x181b,24,27,153709.1,5,128,
0x181c,24,28,153806.7,5,128,
0x181d,24,29,153904.4,5,128,
0x181e,24,30,154002.0,5,128,
0x181f,24,31,154099.7,5,128,
0x1820,24,32,154197.3,5,128,
0x1821,24,33,154295.0,5,128,
0x1822,24,34,154392.7,5,128,
0x1823,24,35,154490.3,5,128,
0x1824,24,36,154588.0,5,128,
0x1825,24,37,154685.6,5,128,
0x1826,24,38,154783.3,5,128,
0x1827,24,39,154880.9,5,128,
0x1828,24,40,154978.6,5,128,
0x1829,24,41,155076.2,5,128,
0x182a,24,42,155173.9,5,128,
0x182b,24,43,155271.6,5,128,
0x182c,24,44,155369.2,5,128,
0x182d,24,45,155466.9,5,128,
0x182e,24,46,155564.5,5,128,
0x182f,24,47,155662.2,5,128,
0x1830,24,48,155759.8,5,128,
0x1831,24,49,155857.5,5,128,
0x1832,24,50,155955.2,5,128,
0x1833,24,51,156052.8,5,128,
0x1834,24,52,156150.5,5,128,
0x1835,24,53,156248.1,5,128,
0x1836,24,54,156345.8,5,128,
0x1837,24,55,156443.4,5,128,
0x1838,24,56,156541.1,5,128,
0x1839,24,57,156638.7,5,128,
0x183a,24,58,156736.4,5,128,
0x183b,24,59,156834.1,5,128,
0x183c,24,60,156931.7,5,128,
0x183d,24,61,157029.4,5,128,
0x183e,24,62,157127.0,5,128,
0x183f,24,63,157224.7,5,128,
0x1900,25,0,157322.3,5,128,
0x1901,25,1,157420.0,5,128,
0x1902,25,2,157517.7,5,128,
0x1903,25,3,157615.3,5,128,
0x1904,25,4,157713.0,5,128,
0x1905,25,5,157810.6,5,128,
0x1906,25,6,157908.3,5,128,
0x1907,25,7,158005.9,5,128,
0x1908,25,8,158103.6,5,128,
0x1909,25,9,158201.2,5,128,
0x190a,25,10,158298.9,5,128,
0x190b,25,11,158396.6,5,128,
0x190c,25,12,158494.2,5,128,
0x190d,25,13,158591.9,5,128,
0x190e,25,14,158689.5,5,128,
0x190f,25,15,158787.2,5,128,
0x1910,25,16,158884.8,5,128,
0x1911,25,17,158982.5,5,128,
0x1912,25,18,159080.2,5,128,
0x1913,25,19,159177.8,5,128,
0x1914,25,20,159275.5,5,128,
0x1915,25,21,159373.1,5,128,
0x1916,25,22,159470.8,5,128,
0x1917,25,23,159568.4,5,128,
0x1918,25,24,159666.1,5,128,
0x1919,25,25,159763.7,5,128,
0x191a,25,26,159861.4,5,128,
0x191b,25,27,159959.1,5,128,
0x191c,25,28,160056.7,5,128,
0x191d,25,29,160154.4,5,128,
0x191e,25,30,160252.0,5,128,
0x191f,25,31,160349.7,5,128,
0x1920,25,32,160447.3,5,128,
0x1921,25,33,160545.0,5,128,
0x1922,25,34,160642.7,5,128,
0x1923,25,35,160740.3,5,128,
0x1924,25,36,160838.0,5,128,
0x1925,25,37,160935.6,5,128,
0x1926,25,38,161033.3,5,128,
0x1927,25,39,161130.9,5,128,
0x1928,25,40,161228.6,5,128,
0x1929,25,41,161326.2,5,128,
0x192a,25,42,161423.9,5,128,
0x192b,25,43,161521.6,5,128,
0x192c,25,44,161619.2,5,128,
0x192d,25,45,161716.9,5,128,
0x192e,25,46,161814.5,5,128,
0x192f,25,47,161912.2,5,128,
0x1930,25,48,162009.8,5,128,
0x1931,25,49,162107.5,5,128,
0x1932,25,50,162205.2,5,128,
0x1933,25,51,162302.8,5,128,
0x1934,25,52,162400.5,5,128,
0x1935,25,53,162498.1,5,128,
0x1936,25,54,162595.8,5,128,
0x1937,25,55,162693.4,5,128,
0x1938,25,56,162791.1,5,128,
0x1939,25,57,162888.7,5,128,
0x193a,25,58,162986.4,5,128,
0x193b,25,59,163084.1,5,128,
0x193c,25,60,163181.7,5,128,
0x193d,25,61,163279.4,5,128,
0x193e,25,62,163377.0,5,128,
0x193f,25,63,163474.7,5,128,
0x1a00,26,0,163572.3,5,128,
0x1a01,26,1,163670.0,5,128,
0x1a02,26,2,163767.7,5,128,
0x1a03,26,3,163865.3,5,128,
0x1a04,26,4,163963.0,5,128,
0x1a05,26,5,164060.6,5,128,
0x1a06,26,6,164158.3,5,128,
0x1a07,26,7,164255.9,5,128,
0x1a08,26,8,164353.6,5,128,
0x1a09,26,9,164451.2,5,128,
0x1a0a,26,10,164548.9,5,128,
0x1a0b,26,11,164646.6,5,128,
0x1a0c,26,12,164744.2,5,128,
0x1a0d,26,13,164841.9,5,128,
0x1a0e,26,14,164939.5,5,128,
0x1a0f,26,15,165037.2,5,128,
0x1a10,26,16,165134.8,5,128,
0x1a11,26,17,165232.5,5,128,
0x1a12,26,18,165330.2,5,128,
0x1a13,26,19,165427.8,5,128,
0x1a14,26,20,165525.5,5,128,
0x1a15,26,21,165623.1,5,128,
0x1a16,26,22,165720.8,5,128,
0x1a17,26,23,165818.4,5,128,
0x1a18,26,24,165916.1,5,128,
0x1a19,26,25,166013.7,5,128,
0x1a1a,26,26,166111.4,5,128,
0x1a1b,26,27,166209.1,5,128,
0x1a1c,26,28,166306.7,5,128,
0x1a1d,26,29,166404.4,5,128,
0x1a1e,26,30,166502.0,5,128,
0x1a1f,26,31,166599.7,5,128,
0x1a20,26,32,166697.3,5,128,
0x1a21,26,33,166795.0,5,128,
0x1a22,26,34,166892.7,5,128,
0x1a23,26,35,166990.3,5,128,
0x1a24,26,36,167088.0,5,128,
0x1a25,26,37,167185.6,5,128,
0x1a26,26,38,167283.3,5,128,
0x1a27,26,39,167380.9,5,128,
0x1a28,26,40,167478.6,5,128,
0x1a29,26,41,167576.2,5,128,
0x1a2a,26,42,167673.9,5,128,
0x1a2b,26,43,167771.6,5,128,
0x1a2c,26,44,167869.2,5,128,
0x1a2d,26,45,167966.9,5,128,
0x1a2e,26,46,168064.5,5,128,
0x1a2f,26,47,168162.2,5,128,
0x1a30,26,48,168259.8,5,128,
0x1a31,26,49,168357.5,5,128,
0x1a32,26,50,168455.2,5,128,
0x1a33,26,51,168552.8,5,128,
0x1a34,26,52,168650.5,5,128,
0x1a35,26,53,168748.1,5,128,
0x1a36,26,54,168845.8,5,128,
0x1a37,26,55,168943.4,5,128,
0x1a38,26,56,169041.1,5,128,
0x1a39,26,57,169138.7,5,128,
0x1a3a,26,58,169236.4,5,128,
0x1a3b,26,59,169334.1,5,128,
0x1a3c,26,60,169431.7,5,128,
0x1a3d,26,61,169529.4,5,128,
0x1a3e,26,62,169627.0,5,128,
0x1a3f,26,63,169724.7,5,128,
0x1b00,27,0,169822.3,5,128,
0x1b01,27,1,169920.0,5,128,
0x1b02,27,2,170017.7,5,128,
0x1b03,27,3,170115.3,5,128,
0x1b04,27,4,170213.0,5,128,
0x1b05,27,5,170310.6,5,128,
0x1b06,27,6,170408.3,5,128,
0x1b07,27,7,170505.9,5,128,
0x1b08,27,8,170603.6,5,128,
0x1b09,27,9,170701.2,5,128,
0x1b0a,27,10,170798.9,5,128,
0x1b0b,27,11,170896.6,5,128,
0x1b0c,27,12,170994.2,5,128,
0x1b0d,27,13,171091.9,5,128,
0x1b0e,27,14,171189.5,5,128,
0x1b0f,27,15,171287.2,5,128,
0x1b10,27,16,171384.8,5,128,
0x1b11,27,17,171482.5,5,128,
0x1b12,27,18,171580.2,5,128,
0x1b13,27,19,171677.8,5,128,
0x1b14,27,20,171775.5,5,128,
0x1b15,27,21,171873.1,5,128,
0x1b16,27,22,171970.8,5,128,
0x1b17,27,23,172068.4,5,128,
0x1b18,27,24,172166.1,5,128,
0x1b19,27,25,172263.7,5,128,
0x1b1a,27,26,172361.4,5,128,
0x1b1b,27,27,172459.1,5,128,
0x1b1c,27,28,172556.7,5,128,
0x1b1d,27,29,172654.4,5,128,
0x1b1e,27,30,172752.0,5,128,
0x1b1f,27,31,172849.7,5,128,
0x1b20,27,32,172947.3,5,128,
0x1b21,27,33,173045.0,5,128,
0x1b22,27,34,173142.7,5,128,
0x1b23,27,35,173240.3,5,128,
0x1b24,27,36,173338.0,5,128,
0x1b25,27,37,173435.6,5,128,
0x1b26,27,38,173533.3,5,128,
0x1b27,27,39,173630.9,5,128,
0x1b28,27,40,173728.6,5,128,
0x1b29,27,41,173826.2,5,128,
0x1b2a,27,42,173923.9,5,128,
0x1b2b,27,43,174021.6,5,128,
0x1b2c,27,44,174119.2,5,128,
0x1b2d,27,45,174216.9,5,128,
0x1b2e,27,46,174314.5,5,128,
0x1b2f,27,47,174412.2,5,128,
0x1b30,27,48,174509.8,5,128,
0x1b31,27,49,174607.5,5,128,
0x1b32,27,50,174705.2,5,128,
0x1b33,27,51,174802.8,5,128,
0x1b34,27,52,174900.5,5,128,
0x1b35,27,53,174998.1,5,128,
0x1b36,27,54,175095.8,5,128,
0x1b37,27,55,175193.4,5,128,
0x1b38,27,56,175291.1,5,128,
0x1b39,27,57,175388.7,5,128,
0x1b3a,27,58,175486.4,5,128,
0x1b3b,27,59,175584.1,5,128,
0x1b3c,27,60,175681.7,5,128,
0x1b3d,27,61,175779.4,5,128,
0x1b3e,27,62,175877.0,5,128,
0x1b3f,27,63,175974.7,5,128,
0x1c00,28,0,176072.3,5,128,
0x1c01,28,1,176170.0,5,128,
0x1c02,28,2,176267.7,5,128,
0x1c03,28,3,176365.3,5,128,
0x1c04,28,4,176463.0,5,128,
0x1c05,28,5,176560.6,5,128,
0x1c06,28,6,176658.3,5,128,
0x1c07,28,7,176755.9,5,128,
0x1c08,28,8,176853.6,5,128,
0x1c09,28,9,176951.2,5,128,
0x1c0a,28,10,177048.9,5,128,
0x1c0b,28,11,177146.6,5,128,
0x1c0c,28,12,177244.2,5,128,
0x1c0d,28,13,177341.9,5,128,
0x1c0e,28,14,177439.5,5,128,
0x1c0f,28,15,177537.2,5,128,
0x1c10,28,16,177634.8,5,128,
0x1c11,28,17,177732.5,5,128,
0x1c12,28,18,177830.2,5,128,
0x1c13,28,19,177927.8,5,128,
0x1c14,28,20,178025.5,5,128,
0x1c15,28,21,178123.1,5,128,
0x1c16,28,22,178220.8,5,128,
0x1c17,28,23,178318.4,5,128,
0x1c18,28,24,178416.1,5,128,
0x1c19,28,25,178513.7,5,128,
0x1c1a,28,26,178611.4,5,128,
0x1c1b,28,27,178709.1,5,128,
0x1c1c,28,28,178806.7,5,128,
0x1c1d,28,29,178904.4,5,128,
0x1c1e,28,30,179002.0,5,128,
0x1c1f,28,31,179099.7,5,128,
0x1c20,28,32,179197.3,5,128,
0x1c21,28,33,179295.0,5,128,
0x1c22,28,34,179392.7,5,128,
0x1c23,28,35,179490.3,5,128,
0x1c24,28,36,179588.0,5,128,
0x1c25,28,37,179685.6,5,128,
0x1c26,28,38,179783.3,5,128,
0x1c27,28,39,179880.9,5,128,
0x1c28,28,40,179978.6,5,128,
0x1c29,28,41,180076.2,5,128,
0x1c2a,28,42,180173.9,5,128,
0x1c2b,28,43,180271.6,5,128,
0x1c2c,28,44,180369.2,5,128,
0x1c2d,28,45,180466.9,5,128,
0x1c2e,28,46,180564.5,5,128,
0x1c2f,28,47,180662.2,5,128,
0x1c30,28,48,180759.8,5,128,
0x1c31,28,49,180857.5,5,128,
0x1c32,28,50,180955.2,5,128,
0x1c33,28,51,181052.8,5,128,
0x1c34,28,52,181150.5,5,128,
0x1c35,28,53,181248.1,5,128,
0x1c36,28,54,181345.8,5,128,
0x1c37,28,55,181443.4,5,128,
0x1c38,28,56,181541.1,5,128,
0x1c39,28,57,181638.7,5,128,
0x1c3a,28,58,181736.4,5,128,
0x1c3b,28,59,181834.1,5,128,
0x1c3c,28,60,181931.7,5,128,
0x1c3d,28,61,182029.4,5,128,
0x1c3e,28,62,182127.0,5,128,
0x1c3f,28,63,182224.7,5,128,
0x1d00,29,0,182322.3,5,128,
0x1d01,29,1,182420.0,5,128,
0x1d02,29,2,182517.7,5,128,
0x1d03,29,3,182615.3,5,128,
0x1d04,29,4,182713.0,5,128,
0x1d05,29,5,182810.6,5,128,
0x1d06,29,6,182908.3,5,128,
0x1d07,29,7,183005.9,5,128,
0x1d08,29,8,183103.6,5,128,
0x1d09,29,9,183201.2,5,128,
0x1d0a,29,10,183298.9,5,128,
0x1d0b,29,11,183396.6,5,128,
0x1d0c,29,12,183494.2,5,128,
0x1d0d,29,13,183591.9,5,128,
0x1d0e,29,14,183689.5,5,128,
0x1d0f,29,15,183787.2,5,128,
0x1d10,29,16,183884.8,5,128,
0x1d11,29,17,183982.5,5,128,
0x1d12,29,18,184080.2,5,128,
0x1d13,29,19,184177.8,5,128,
0x1d14,29,20,184275.5,5,128,
0x1d15,29,21,184373.1,5,128,
0x1d16,29,22,184470.8,5,128,
0x1d17,29,23,184568.4,5,128,
0x1d18,29,24,184666.1,5,128,
0x1d19,29,25,184763.7,5,128,
0x1d1a,29,26,184861.4,5,128,
0x1d1b,29,27,184959.1,5,128,
0x1d1c,29,28,185056.7,5,128,
0x1d1d,29,29,185154.4,5,128,
0x1d1e,29,30,185252.0,5,128,
0x1d1f,29,31,185349.7,5,128,
0x1d20,29,32,185447.3,5,128,
0x1d21,29,33,185545.0,5,128,
0x1d22,29,34,185642.7,5,128,
0x1d23,29,35,185740.3,5,128,
0x1d24,29,36,185838.0,5,128,
0x1d25,29,37,185935.6,5,128,
0x1d26,29,38,186033.3,5,128,
0x1d27,29,39,186130.9,5,128,
0x1d28,29,40,186228.6,5,128,
0x1d29,29,41,186326.2,5,128,
0x1d2a,29,42,186423.9,5,128,
0x1d2b,29,43,186521.6,5,128,
0x1d2c,29,44,186619.2,5,128,
0x1d2d,29,45,186716.9,5,128,
0x1d2e,29,46,186814.5,5,128,
0x1d2f,29,47,186912.2,5,128,
0x1d30,29,48,187009.8,5,128,
0x1d31,29,49,187107.5,5,128,
0x1d32,29,50,187205.2,5,128,
0x1d33,29,51,187302.8,5,128,
0x1d34,29,52,187400.5,5,128,
0x1d35,29,53,187498.1,5,128,
0x1d36,29,54,187595.8,5,128,
0x1d37,29,55,187693.4,5,128,
0x1d38,29,56,187791.1,5,128,
0x1d39,29,57,187888.7,5,128,
0x1d3a,29,58,187986.4,5,128,
0x1d3b,29,59,188084.1,5,128,
0x1d3c,29,60,188181.7,5,128,
0x1d3d,29,61,188279.4,5,128,
0x1d3e,29,62,188377.0,5,128,
0x1d3f,29,63,188474.7,5,128,
0x1e00,30,0,188572.3,5,128,
0x1e01,30,1,188670.0,5,128,
0x1e02,30,2,188767.7,5,128,
0x1e03,30,3,188865.3,5,128,
0x1e04,30,4,188963.0,5,128,
0x1e05,30,5,189060.6,5,128,
0x1e06,30,6,189158.3,5,128,
0x1e07,30,7,189255.9,5,128,
0x1e08,30,8,189353.6,5,128,
0x1e09,30,9,189451.2,5,128,
0x1e0a,30,10,189548.9,5,128,
0x1e0b,30,11,189646.6,5,128,
0x1e0c,30,12,189744.2,5,128,
0x1e0d,30,13,189841.9,5,128,
0x1e0e,30,14,189939.5,5,128,
0x1e0f,30,15,190037.2,5,128,
0x1e10,30,16,190134.8,5,128,
0x1e11,30,17,190232.5,5,128,
0x1e12,30,18,190330.2,5,128,
0x1e13,30,19,190427.8,5,128,
0x1e14,30,20,190525.5,5,128,
0x1e15,30,21,190623.1,5,128,
0x1e16,30,22,190720.8,5,128,
0x1e17,30,23,190818.4,5,128,
0x1e18,30,24,190916.1,5,128,
0x1e19,30,25,191013.7,5,128,
0x1e1a,30,26,191111.4,5,128,
0x1e1b,30,27,191209.1,5,128,
0x1e1c,30,28,191306.7,5,128,
0x1e1d,30,29,191404.4,5,128,
0x1e1e,30,30,191502.0,5,128,
0x1e1f,30,31,191599.7,5,128,
0x1e20,30,32,191697.3,5,128,
0x1e21,30,33,191795.0,5,128,
0x1e22,30,34,191892.7,5,128,
0x1e23,30,35,191990.3,5,128,
0x1e24,30,36,192088.0,5,128,
0x1e25,30,37,192185.6,5,128,
0x1e26,30,38,192283.3,5,128,
0x1e27,30,39,192380.9,5,128,
0x1e28,30,40,192478.6,5,128,
0x1e29,30,41,192576.2,5,128,
0x1e2a,30,42,192673.9,5,128,
0x1e2b,30,43,192771.6,5,128,
0x1e2c,30,44,192869.2,5,128,
0x1e2d,30,45,192966.9,5,128,
0x1e2e,30,46,193064.5,5,128,
0x1e2f,30,47,193162.2,5,128,
0x1e30,30,48,193259.8,5,128,
0x1e31,30,49,193357.5,5,128,
0x1e32,30,50,193455.2,5,128,
0x1e33,30,51,193552.8,5,128,
0x1e34,30,52,193650.5,5,128,
0x1e35,30,53,193748.1,5,128,
0x1e36,30,54,193845.8,5,128,
0x1e37,30,55,193943.4,5,128,
0x1e38,30,56,194041.1,5,128,
0x1e39,30,57,194138.7,5,128,
0x1e3a,30,58,194236.4,5,128,
0x1e3b,30,59,194334.1,5,128,
0x1e3c,30,60,194431.7,5,128,
0x1e3d,30,61,194529.4,5,128,
0x1e3e,30,62,194627.0,5,128,
0x1e3f,30,63,194724.7,5,128,
0x1f00,31,0,194822.3,5,128,
0x1f01,31,1,194920.0,5,128,
0x1f02,31,2,195017.7,5,128,
0x1f03,31,3,195115.3,5,128,
0x1f04,31,4,195213.0,5,128,
0x1f05,31,5,195310.6,5,128,
0x1f06,31,6,195408.3,5,128,
0x1f07,31,7,195505.9,5,128,
0x1f08,31,8,195603.6,5,128,
0x1f09,31,9,195701.2,5,128,
0x1f0a,31,10,195798.9,5,128,
0x1f0b,31,11,195896.6,5,128,
0x1f0c,31,12,195994.2,5,128,
0x1f0d,31,13,196091.9,5,128,
0x1f0e,31,14,196189.5,5,128,
0x1f0f,31,15,196287.2,5,128,
0x1f10,31,16,196384.8,5,128,
0x1f11,31,17,196482.5,5,128,
0x1f12,31,18,196580.2,5,128,
0x1f13,31,19,196677.8,5,128,
0x1f14,31,20,196775.5,5,128,
0x1f15,31,21,196873.1,5,128,
0x1f16,31,22,196970.8,5,128,
0x1f17,31,23,197068.4,5,128,
0x1f18,31,24,197166.1,5,128,
0x1f19,31,25,197263.7,5,128,
0x1f1a,31,26,197361.4,5,128,
0x1f1b,31,27,197459.1,5,128,
0x1f1c,31,28,197556.7,5,128,
0x1f1d,31,29,197654.4,5,128,
0x1f1e,31,30,197752.0,5,128,
0x1f1f,31,31,197849.7,5,128,
0x1f20,31,32,197947.3,5,128,
0x1f21,31,33,198045.0,5,128,
0x1f22,31,34,198142.7,5,128,
0x1f23,31,35,198240.3,5,128,
0x1f24,31,36,198338.0,5,128,
0x1f25,31,37,198435.6,5,128,
0x1f26,31,38,198533.3,5,128,
0x1f27,31,39,198630.9,5,128,
0x1f28,31,40,198728.6,5,128,
0x1f29,31,41,198826.2,5,128,
0x1f2a,31,42,198923.9,5,128,
0x1f2b,31,43,199021.6,5,128,
0x1f2c,31,44,199119.2,5,128,
0x1f2d,31,45,199216.9,5,128,
0x1f2e,31,46,199314.5,5,128,
0x1f2f,31,47,199412.2,5,128,
0x1f30,31,48,199509.8,5,128,
0x1f31,31,49,199607.5,5,128,
0x1f32,31,50,199705.2,5,128,
0x1f33,31,51,199802.8,5,128,
0x1f34,31,52,199900.5,5,128,
0x1f35,31,53,199998.1,5,128,
0x1f36,31,54,200095.8,5,128,
0x1f37,31,55,200193.4,5,128,
0x1f38,31,56,200291.1,5,128,
0x1f39,31,57,200388.7,5,128,
0x1f3a,31,58,200486.4,5,128,
0x1f3b,31,59,200584.1,5,128,
0x1f3c,31,60,200681.7,5,128,
0x1f3d,31,61,200779.4,5,128,
0x1f3e,31,62,200877.0,5,128,
0x1f3f,31,63,200974.7,5,128,
0x2000,32,0,201072.3,5,128,
0x2001,32,1,201170.0,5,128,
0x2002,32,2,201267.7,5,128,
0x2003,32,3,201365.3,5,128,
0x2004,32,4,201463.0,5,128,
0x2005,32,5,201560.6,5,128,
0x2006,32,6,201658.3,5,128,
0x2007,32,7,201755.9,5,128,
0x2008,32,8,201853.6,5,128,
0x2009,32,9,201951.2,5,128,
0x200a,32,10,202048.9,5,128,
0x200b,32,11,202146.6,5,128,
0x200c,32,12,202244.2,5,128,
0x200d,32,13,202341.9,5,128,
0x200e,32,14,202439.5,5,128,
0x200f,32,15,202537.2,5,128,
0x2010,32,16,202634.8,5,128,
0x2011,32,17,202732.5,5,128,
0x2012,32,18,202830.2,5,128,
0x2013,32,19,202927.8,5,128,
0x2014,32,20,203025.5,5,128,
0x2015,32,21,203123.1,5,128,
0x2016,32,22,203220.8,5,128,
0x2017,32,23,203318.4,5,128,
0x2018,32,24,203416.1,5,128,
0x2019,32,25,203513.7,5,128,
0x201a,32,26,203611.4,5,128,
0x201b,32,27,203709.1,5,128,
0x201c,32,28,203806.7,5,128,
0x201d,32,29,203904.4,5,128,
0x201e,32,30,204002.0,5,128,
0x201f,32,31,204099.7,5,128,
0x2020,32,32,204197.3,5,128,
0x2021,32,33,204295.0,5,128,
0x2022,32,34,204392.7,5,128,
0x2023,32,35,204490.3,5,128,
0x2024,32,36,204588.0,5,128,
0x2025,32,37,204685.6,5,128,
0x2026,32,38,204783.3,5,128,
0x2027,32,39,204880.9,5,128,
0x2028,32,40,204978.6,5,128,
0x2029,32,41,205076.2,5,128,
0x202a,32,42,205173.9,5,128,
0x202b,32,43,205271.6,5,128,
0x202c,32,44,205369.2,5,128,
0x202d,32,45,205466.9,5,128,
0x202e,32,46,205564.5,5,128,
0x202f,32,47,205662.2,5,128,
0x2030,32,48,205759.8,5,128,
0x2031,32,49,205857.5,5,128,
0x2032,32,50,205955.2,5,128,
0x2033,32,51,206052.8,5,128,
0x2034,32,52,206150.5,5,128,
0x2035,32,53,206248.1,5,128,
0x2036,32,54,206345.8,5,128,
0x2037,32,55,206443.4,5,128,
0x2038,32,56,206541.1,5,128,
0x2039,32,57,206638.7,5,128,
0x203a,32,58,206736.4,5,128,
0x203b,32,59,206834.1,5,128,
0x203c,32,60,206931.7,5,128,
0x203d,32,61,207029.4,5,128,
0x203e,32,62,207127.0,5,128,
0x203f,32,63,207224.7,5,128,
0x2100,33,0,207322.3,5,128,
0x2101,33,1,207420.0,5,128,
0x2102,33,2,207517.7,5,128,
0x2103,33,3,207615.3,5,128,
0x2104,33,4,207713.0,5,128,
0x2105,33,5,207810.6,5,128,
0x2106,33,6,207908.3,5,128,
0x2107,33,7,208005.9,5,128,
0x2108,33,8,208103.6,5,128,
0x2109,33,9,208201.2,5,128,
0x210a,33,10,208298.9,5,128,
0x210b,33,11,208396.6,5,128,
0x210c,33,12,208494.2,5,128,
0x210d,33,13,208591.9,5,128,
0x210e,33,14,208689.5,5,128,
0x210f,33,15,208787.2,5,128,
0x2110,33,16,208884.8,5,128,
0x2111,33,17,208982.5,5,128,
0x2112,33,18,209080.2,5,128,
0x2113,33,19,209177.8,5,128,
0x2114,33,20,209275.5,5,128,
0x2115,33,21,209373.1,5,128,
0x2116,33,22,209470.8,5,128,
0x2117,33,23,209568.4,5,128,
0x2118,33,24,209666.1,5,128,
0x2119,33,25,209763.7,5,128,
0x211a,33,26,209861.4,5,128,
0x211b,33,27,209959.1,5,128,
0x211c,33,28,210056.7,5,128,
0x211d,33,29,210154.4,5,128,
0x211e,33,30,210252.0,5,128,
0x211f,33,31,210349.7,5,128,
